transaction_id,timestamp,customer_id,product_id,product_category,quantity,unit_price,region,payment_method,discount_applied,total_amount,date,year,month,day,hour,day_of_week,week_of_year,is_weekend,gross_revenue,discount_amount,net_revenue,has_discount,discount_tier,price_tier,calculated_total
TXN-001234,2023-02-21 09:00:00,CUST-0750,PROD-011,Clothing,6,33.95,South,Cash,15,173.14,2023-02-21,2023,2,21,9,Tuesday,8,False,203.70000000000002,30.555,173.145,True,Medium,Budget,173.145
TXN-001235,2023-02-21 10:00:00,CUST-0363,PROD-030,Clothing,7,302.51,North,Mobile,15,1799.93,2023-02-21,2023,2,21,10,Tuesday,8,False,2117.5699999999997,317.6354999999999,1799.9344999999998,True,Medium,Luxury,1799.9344999999996
TXN-001236,2023-02-21 11:00:00,CUST-0751,PROD-004,Home,7,325.16,West,Mobile,10,2048.51,2023-02-21,2023,2,21,11,Tuesday,8,False,2276.1200000000003,227.61200000000005,2048.5080000000003,True,Low,Luxury,2048.5080000000003
TXN-001237,2023-02-21 12:00:00,CUST-0508,PROD-005,Food,5,305.16,West,Mobile,15,1296.93,2023-02-21,2023,2,21,12,Tuesday,8,False,1525.8000000000002,228.87000000000003,1296.93,True,Medium,Luxury,1296.93
TXN-001238,2023-02-21 13:00:00,CUST-0274,PROD-001,Food,1,328.52,North,Debit Card,10,295.67,2023-02-21,2023,2,21,13,Tuesday,8,False,328.52,32.852,295.668,True,Low,Luxury,295.668
TXN-001239,2023-02-21 14:00:00,CUST-0506,PROD-027,Home,9,319.37,East,Debit Card,10,2586.9,2023-02-21,2023,2,21,14,Tuesday,8,False,2874.33,287.433,2586.897,True,Low,Luxury,2586.897
TXN-001240,2023-02-21 15:00:00,CUST-0806,PROD-028,Electronics,6,73.9,West,Debit Card,0,443.4,2023-02-21,2023,2,21,15,Tuesday,8,False,443.40000000000003,0.0,443.40000000000003,False,,Standard,443.40000000000003
TXN-001242,2023-02-21 17:00:00,CUST-0883,PROD-018,Electronics,4,313.31,West,Debit Card,15,1065.25,2023-02-21,2023,2,21,17,Tuesday,8,False,1253.24,187.986,1065.254,True,Medium,Luxury,1065.254
TXN-001243,2023-02-21 18:00:00,CUST-0015,PROD-012,Electronics,2,18.67,West,Debit Card,10,33.61,2023-02-21,2023,2,21,18,Tuesday,8,False,37.34,3.7340000000000004,33.606,True,Low,Budget,33.606
TXN-001244,2023-02-21 19:00:00,CUST-0192,PROD-013,Food,3,321.02,North,Credit Card,15,818.6,2023-02-21,2023,2,21,19,Tuesday,8,False,963.06,144.45899999999997,818.601,True,Medium,Luxury,818.6009999999999
TXN-001245,2023-02-21 20:00:00,CUST-0985,PROD-041,Clothing,4,336.04,West,Credit Card,0,1344.16,2023-02-21,2023,2,21,20,Tuesday,8,False,1344.16,0.0,1344.16,False,,Luxury,1344.16
TXN-001246,2023-02-21 21:00:00,CUST-0631,PROD-002,Food,8,127.2,North,Credit Card,0,1017.6,2023-02-21,2023,2,21,21,Tuesday,8,False,1017.6,0.0,1017.6,False,,Premium,1017.6
TXN-001247,2023-02-21 22:00:00,CUST-0485,PROD-037,Food,3,303.09,South,Cash,10,818.34,2023-02-21,2023,2,21,22,Tuesday,8,False,909.27,90.927,818.343,True,Low,Luxury,818.343
TXN-001248,2023-02-21 23:00:00,CUST-0028,PROD-045,Home,8,271.7,West,Cash,15,1847.56,2023-02-21,2023,2,21,23,Tuesday,8,False,2173.6,326.03999999999996,1847.56,True,Medium,Luxury,1847.56
TXN-001249,2023-02-22 00:00:00,CUST-0714,PROD-016,Home,6,137.74,North,Cash,15,702.47,2023-02-22,2023,2,22,0,Wednesday,8,False,826.44,123.96600000000001,702.474,True,Medium,Premium,702.474
TXN-001250,2023-02-22 01:00:00,CUST-0039,PROD-048,Electronics,4,236.86,North,Mobile,15,805.32,2023-02-22,2023,2,22,1,Wednesday,8,False,947.44,142.116,805.3240000000001,True,Medium,Luxury,805.3240000000001
TXN-001251,2023-02-22 02:00:00,CUST-0953,PROD-024,Home,7,455.72,South,Mobile,0,3190.04,2023-02-22,2023,2,22,2,Wednesday,8,False,3190.04,0.0,3190.04,False,,Luxury,3190.04
TXN-001252,2023-02-22 03:00:00,CUST-0273,PROD-035,Electronics,5,219.04,West,Cash,5,1040.44,2023-02-22,2023,2,22,3,Wednesday,8,False,1095.2,54.760000000000005,1040.44,True,None,Luxury,1040.44
TXN-001253,2023-02-22 04:00:00,CUST-0231,PROD-022,Electronics,5,318.62,East,Credit Card,5,1513.44,2023-02-22,2023,2,22,4,Wednesday,8,False,1593.1,79.655,1513.445,True,None,Luxury,1513.445
TXN-001254,2023-02-22 05:00:00,CUST-0086,PROD-036,Clothing,9,27.32,West,Debit Card,15,209.0,2023-02-22,2023,2,22,5,Wednesday,8,False,245.88,36.882,208.998,True,Medium,Budget,208.998
TXN-001255,2023-02-22 06:00:00,CUST-0474,PROD-011,Clothing,3,48.12,North,Debit Card,15,122.71,2023-02-22,2023,2,22,6,Wednesday,8,False,144.35999999999999,21.653999999999996,122.70599999999999,True,Medium,Budget,122.70599999999999
TXN-001256,2023-02-22 07:00:00,CUST-0126,PROD-046,Food,4,49.84,North,Debit Card,20,159.49,2023-02-22,2023,2,22,7,Wednesday,8,False,199.36,39.87200000000001,159.488,True,Medium,Budget,159.48800000000003
TXN-001257,2023-02-22 08:00:00,CUST-0812,PROD-029,Clothing,5,391.34,South,Mobile,10,1761.03,2023-02-22,2023,2,22,8,Wednesday,8,False,1956.6999999999998,195.67,1761.0299999999997,True,Low,Luxury,1761.03
TXN-001258,2023-02-22 09:00:00,CUST-0537,PROD-035,Electronics,1,181.63,South,Cash,0,181.63,2023-02-22,2023,2,22,9,Wednesday,8,False,181.63,0.0,181.63,False,,Premium,181.63
TXN-001259,2023-02-22 10:00:00,CUST-0145,PROD-048,Home,7,121.53,East,Credit Card,20,680.57,2023-02-22,2023,2,22,10,Wednesday,8,False,850.71,170.14200000000002,680.568,True,Medium,Premium,680.5680000000001
TXN-001260,2023-02-22 11:00:00,CUST-0525,PROD-015,Clothing,8,376.19,East,Debit Card,15,2558.09,2023-02-22,2023,2,22,11,Wednesday,8,False,3009.52,451.428,2558.092,True,Medium,Luxury,2558.092
TXN-001261,2023-02-22 12:00:00,CUST-0212,PROD-031,Clothing,6,93.28,North,Cash,5,531.7,2023-02-22,2023,2,22,12,Wednesday,8,False,559.6800000000001,27.984000000000005,531.696,True,None,Standard,531.696
TXN-001262,2023-02-22 13:00:00,CUST-0025,PROD-042,Clothing,9,130.78,East,Cash,5,1118.17,2023-02-22,2023,2,22,13,Wednesday,8,False,1177.02,58.851,1118.1689999999999,True,None,Premium,1118.1689999999999
TXN-001263,2023-02-22 14:00:00,CUST-0580,PROD-041,Clothing,3,221.16,East,Mobile,20,530.78,2023-02-22,2023,2,22,14,Wednesday,8,False,663.48,132.696,530.784,True,Medium,Luxury,530.784
TXN-001264,2023-02-22 15:00:00,CUST-0394,PROD-043,Electronics,2,172.4,East,Mobile,5,327.56,2023-02-22,2023,2,22,15,Wednesday,8,False,344.8,17.240000000000002,327.56,True,None,Premium,327.56
TXN-001265,2023-02-22 16:00:00,CUST-0067,PROD-016,Electronics,5,296.84,West,Mobile,5,1409.99,2023-02-22,2023,2,22,16,Wednesday,8,False,1484.1999999999998,74.21,1409.9899999999998,True,None,Luxury,1409.9899999999998
TXN-001266,2023-02-22 17:00:00,CUST-0233,PROD-010,Food,9,175.54,West,Mobile,10,1421.87,2023-02-22,2023,2,22,17,Wednesday,8,False,1579.86,157.986,1421.8739999999998,True,Low,Premium,1421.874
TXN-001267,2023-02-22 18:00:00,CUST-0109,PROD-049,Home,1,202.55,North,Cash,15,172.17,2023-02-22,2023,2,22,18,Wednesday,8,False,202.55,30.3825,172.16750000000002,True,Medium,Luxury,172.16750000000002
TXN-001268,2023-02-22 19:00:00,CUST-0146,PROD-032,Food,1,432.81,West,Mobile,20,346.25,2023-02-22,2023,2,22,19,Wednesday,8,False,432.81,86.56200000000001,346.248,True,Medium,Luxury,346.24800000000005
TXN-001269,2023-02-22 20:00:00,CUST-0111,PROD-002,Food,3,443.42,East,Debit Card,0,1330.26,2023-02-22,2023,2,22,20,Wednesday,8,False,1330.26,0.0,1330.26,False,,Luxury,1330.26
TXN-001270,2023-02-22 21:00:00,CUST-0228,PROD-024,Clothing,3,415.58,East,Credit Card,0,1246.74,2023-02-22,2023,2,22,21,Wednesday,8,False,1246.74,0.0,1246.74,False,,Luxury,1246.74
TXN-001271,2023-02-22 22:00:00,CUST-0111,PROD-023,Home,5,433.77,East,Mobile,15,1843.52,2023-02-22,2023,2,22,22,Wednesday,8,False,2168.85,325.3275,1843.5225,True,Medium,Luxury,1843.5224999999998
TXN-001272,2023-02-22 23:00:00,CUST-0470,PROD-002,Clothing,4,289.17,West,Debit Card,0,1156.68,2023-02-22,2023,2,22,23,Wednesday,8,False,1156.68,0.0,1156.68,False,,Luxury,1156.68
TXN-001273,2023-02-23 00:00:00,CUST-0034,PROD-038,Electronics,6,326.65,South,Credit Card,5,1861.9,2023-02-23,2023,2,23,0,Thursday,8,False,1959.8999999999999,97.995,1861.9049999999997,True,None,Luxury,1861.9049999999997
TXN-001274,2023-02-23 01:00:00,CUST-0623,PROD-031,Food,8,283.01,East,Mobile,10,2037.67,2023-02-23,2023,2,23,1,Thursday,8,False,2264.08,226.40800000000002,2037.672,True,Low,Luxury,2037.672
TXN-001275,2023-02-23 02:00:00,CUST-0776,PROD-040,Home,8,394.94,East,Mobile,20,2527.62,2023-02-23,2023,2,23,2,Thursday,8,False,3159.52,631.904,2527.616,True,Medium,Luxury,2527.616
TXN-001276,2023-02-23 03:00:00,CUST-0936,PROD-026,Electronics,4,279.99,South,Credit Card,20,895.97,2023-02-23,2023,2,23,3,Thursday,8,False,1119.96,223.99200000000002,895.9680000000001,True,Medium,Luxury,895.9680000000001
TXN-001277,2023-02-23 04:00:00,CUST-0369,PROD-029,Food,1,64.43,South,Debit Card,5,61.21,2023-02-23,2023,2,23,4,Thursday,8,False,64.43,3.2215000000000007,61.20850000000001,True,None,Standard,61.2085
TXN-001278,2023-02-23 05:00:00,CUST-0748,PROD-003,Home,7,406.69,North,Debit Card,15,2419.81,2023-02-23,2023,2,23,5,Thursday,8,False,2846.83,427.0245,2419.8055,True,Medium,Luxury,2419.8055
TXN-001279,2023-02-23 06:00:00,CUST-0595,PROD-014,Food,6,382.69,North,Cash,10,2066.53,2023-02-23,2023,2,23,6,Thursday,8,False,2296.14,229.614,2066.526,True,Low,Luxury,2066.526
TXN-001280,2023-02-23 07:00:00,CUST-0554,PROD-025,Home,5,411.95,West,Cash,0,2059.75,2023-02-23,2023,2,23,7,Thursday,8,False,2059.75,0.0,2059.75,False,,Luxury,2059.75
TXN-001281,2023-02-23 08:00:00,CUST-0425,PROD-048,Food,4,103.31,South,Mobile,20,330.59,2023-02-23,2023,2,23,8,Thursday,8,False,413.24,82.64800000000001,330.592,True,Medium,Premium,330.59200000000004
TXN-001282,2023-02-23 09:00:00,CUST-0613,PROD-001,Clothing,6,143.09,North,Debit Card,20,686.83,2023-02-23,2023,2,23,9,Thursday,8,False,858.54,171.708,686.832,True,Medium,Premium,686.832
TXN-001283,2023-02-23 10:00:00,CUST-0518,PROD-003,Food,8,154.92,East,Debit Card,15,1053.46,2023-02-23,2023,2,23,10,Thursday,8,False,1239.36,185.90399999999997,1053.456,True,Medium,Premium,1053.456
TXN-001284,2023-02-23 11:00:00,CUST-0692,PROD-026,Food,6,258.96,North,Mobile,10,1398.38,2023-02-23,2023,2,23,11,Thursday,8,False,1553.7599999999998,155.37599999999998,1398.3839999999998,True,Low,Luxury,1398.3839999999998
TXN-001285,2023-02-23 12:00:00,CUST-0282,PROD-018,Home,3,75.6,East,Credit Card,0,226.8,2023-02-23,2023,2,23,12,Thursday,8,False,226.79999999999998,0.0,226.79999999999998,False,,Standard,226.79999999999998
TXN-001286,2023-02-23 13:00:00,CUST-0320,PROD-009,Home,9,198.84,East,Credit Card,20,1431.65,2023-02-23,2023,2,23,13,Thursday,8,False,1789.56,357.91200000000003,1431.648,True,Medium,Premium,1431.6480000000001
TXN-001287,2023-02-23 14:00:00,CUST-0738,PROD-038,Clothing,3,99.26,East,Cash,20,238.22,2023-02-23,2023,2,23,14,Thursday,8,False,297.78000000000003,59.55600000000001,238.22400000000002,True,Medium,Standard,238.22400000000005
TXN-001288,2023-02-23 15:00:00,CUST-0443,PROD-023,Home,4,139.73,West,Mobile,0,558.92,2023-02-23,2023,2,23,15,Thursday,8,False,558.92,0.0,558.92,False,,Premium,558.92
TXN-001289,2023-02-23 16:00:00,CUST-0952,PROD-021,Food,5,356.13,South,Credit Card,10,1602.58,2023-02-23,2023,2,23,16,Thursday,8,False,1780.65,178.06500000000003,1602.585,True,Low,Luxury,1602.585
TXN-001290,2023-02-23 17:00:00,CUST-0315,PROD-001,Home,2,428.86,West,Mobile,10,771.95,2023-02-23,2023,2,23,17,Thursday,8,False,857.72,85.772,771.948,True,Low,Luxury,771.9480000000001
TXN-001291,2023-02-23 18:00:00,CUST-0877,PROD-021,Home,2,21.22,North,Debit Card,10,38.2,2023-02-23,2023,2,23,18,Thursday,8,False,42.44,4.244,38.196,True,Low,Budget,38.196
TXN-001292,2023-02-23 19:00:00,CUST-0966,PROD-027,Home,6,287.29,North,Credit Card,20,1378.99,2023-02-23,2023,2,23,19,Thursday,8,False,1723.7400000000002,344.74800000000005,1378.9920000000002,True,Medium,Luxury,1378.9920000000002
TXN-001293,2023-02-23 20:00:00,CUST-0741,PROD-042,Clothing,2,27.67,South,Credit Card,5,52.57,2023-02-23,2023,2,23,20,Thursday,8,False,55.34,2.7670000000000003,52.573,True,None,Budget,52.573
TXN-001294,2023-02-23 21:00:00,CUST-0377,PROD-006,Clothing,1,51.77,South,Credit Card,20,41.42,2023-02-23,2023,2,23,21,Thursday,8,False,51.77,10.354000000000001,41.416000000000004,True,Medium,Standard,41.416000000000004
TXN-001295,2023-02-23 22:00:00,CUST-0289,PROD-044,Electronics,8,355.49,North,Debit Card,15,2417.33,2023-02-23,2023,2,23,22,Thursday,8,False,2843.92,426.588,2417.332,True,Medium,Luxury,2417.332
TXN-001296,2023-02-23 23:00:00,CUST-0437,PROD-036,Clothing,1,370.45,South,Cash,15,314.88,2023-02-23,2023,2,23,23,Thursday,8,False,370.45,55.567499999999995,314.8825,True,Medium,Luxury,314.8825
TXN-001297,2023-02-24 00:00:00,CUST-0662,PROD-028,Clothing,6,408.85,South,Mobile,20,1962.48,2023-02-24,2023,2,24,0,Friday,8,False,2453.1000000000004,490.6200000000001,1962.4800000000002,True,Medium,Luxury,1962.4800000000005
TXN-001298,2023-02-24 01:00:00,CUST-0277,PROD-045,Clothing,1,242.38,East,Credit Card,20,193.9,2023-02-24,2023,2,24,1,Friday,8,False,242.38,48.476,193.904,True,Medium,Luxury,193.904
TXN-001299,2023-02-24 02:00:00,CUST-0710,PROD-017,Food,8,431.31,West,Debit Card,0,3450.48,2023-02-24,2023,2,24,2,Friday,8,False,3450.48,0.0,3450.48,False,,Luxury,3450.48
TXN-001300,2023-02-24 03:00:00,CUST-0582,PROD-040,Electronics,5,91.75,West,Credit Card,10,412.88,2023-02-24,2023,2,24,3,Friday,8,False,458.75,45.875,412.875,True,Low,Standard,412.875
TXN-001301,2023-02-24 04:00:00,CUST-0503,PROD-003,Food,3,132.36,West,Mobile,0,397.08,2023-02-24,2023,2,24,4,Friday,8,False,397.08000000000004,0.0,397.08000000000004,False,,Premium,397.08000000000004
TXN-001302,2023-02-24 05:00:00,CUST-0624,PROD-012,Clothing,5,75.91,East,Mobile,15,322.62,2023-02-24,2023,2,24,5,Friday,8,False,379.54999999999995,56.93249999999999,322.61749999999995,True,Medium,Standard,322.61749999999995
TXN-001303,2023-02-24 06:00:00,CUST-0516,PROD-039,Clothing,1,400.79,East,Credit Card,15,340.67,2023-02-24,2023,2,24,6,Friday,8,False,400.79,60.1185,340.67150000000004,True,Medium,Luxury,340.6715
TXN-001304,2023-02-24 07:00:00,CUST-0350,PROD-012,Electronics,1,122.05,South,Debit Card,5,115.95,2023-02-24,2023,2,24,7,Friday,8,False,122.05,6.1025,115.94749999999999,True,None,Premium,115.94749999999999
TXN-001305,2023-02-24 08:00:00,CUST-0843,PROD-002,Electronics,4,86.2,South,Credit Card,10,310.32,2023-02-24,2023,2,24,8,Friday,8,False,344.8,34.480000000000004,310.32,True,Low,Standard,310.32
TXN-001306,2023-02-24 09:00:00,CUST-0446,PROD-046,Home,9,315.32,East,Debit Card,10,2554.09,2023-02-24,2023,2,24,9,Friday,8,False,2837.88,283.788,2554.092,True,Low,Luxury,2554.092
TXN-001307,2023-02-24 10:00:00,CUST-0830,PROD-022,Clothing,9,47.77,East,Cash,15,365.44,2023-02-24,2023,2,24,10,Friday,8,False,429.93,64.48949999999999,365.44050000000004,True,Medium,Budget,365.4405
TXN-001308,2023-02-24 11:00:00,CUST-0350,PROD-023,Clothing,1,32.0,North,Credit Card,0,32.0,2023-02-24,2023,2,24,11,Friday,8,False,32.0,0.0,32.0,False,,Budget,32.0
TXN-001309,2023-02-24 12:00:00,CUST-0607,PROD-030,Food,3,62.29,East,Debit Card,20,149.5,2023-02-24,2023,2,24,12,Friday,8,False,186.87,37.374,149.496,True,Medium,Standard,149.496
TXN-001310,2023-02-24 13:00:00,CUST-0664,PROD-005,Home,4,10.12,East,Credit Card,10,36.43,2023-02-24,2023,2,24,13,Friday,8,False,40.48,4.048,36.431999999999995,True,Low,Budget,36.431999999999995
TXN-001311,2023-02-24 14:00:00,CUST-0823,PROD-009,Clothing,2,351.53,West,Mobile,20,562.45,2023-02-24,2023,2,24,14,Friday,8,False,703.06,140.612,562.448,True,Medium,Luxury,562.448
TXN-001312,2023-02-24 15:00:00,CUST-0137,PROD-021,Food,7,285.5,North,Mobile,15,1698.72,2023-02-24,2023,2,24,15,Friday,8,False,1998.5,299.775,1698.725,True,Medium,Luxury,1698.725
TXN-001313,2023-02-24 16:00:00,CUST-0759,PROD-011,Electronics,3,112.84,West,Credit Card,5,321.59,2023-02-24,2023,2,24,16,Friday,8,False,338.52,16.926,321.594,True,None,Premium,321.594
TXN-001314,2023-02-24 17:00:00,CUST-0899,PROD-005,Food,1,124.17,West,Credit Card,15,105.54,2023-02-24,2023,2,24,17,Friday,8,False,124.17,18.6255,105.5445,True,Medium,Premium,105.5445
TXN-001315,2023-02-24 18:00:00,CUST-0243,PROD-035,Clothing,1,407.37,North,Debit Card,20,325.9,2023-02-24,2023,2,24,18,Friday,8,False,407.37,81.474,325.896,True,Medium,Luxury,325.896
TXN-001316,2023-02-24 19:00:00,CUST-0543,PROD-027,Food,3,255.89,North,Debit Card,15,652.52,2023-02-24,2023,2,24,19,Friday,8,False,767.67,115.1505,652.5195,True,Medium,Luxury,652.5195
TXN-001317,2023-02-24 20:00:00,CUST-0040,PROD-049,Food,6,352.28,North,Mobile,10,1902.31,2023-02-24,2023,2,24,20,Friday,8,False,2113.68,211.368,1902.312,True,Low,Luxury,1902.312
TXN-001318,2023-02-24 21:00:00,CUST-0229,PROD-002,Home,4,231.85,South,Debit Card,20,741.92,2023-02-24,2023,2,24,21,Friday,8,False,927.4,185.48000000000002,741.92,True,Medium,Luxury,741.9200000000001
TXN-001319,2023-02-24 22:00:00,CUST-0548,PROD-024,Home,1,126.48,North,Mobile,20,101.18,2023-02-24,2023,2,24,22,Friday,8,False,126.48,25.296000000000003,101.184,True,Medium,Premium,101.18400000000001
TXN-001320,2023-02-24 23:00:00,CUST-0920,PROD-031,Electronics,7,485.5,West,Cash,5,3228.58,2023-02-24,2023,2,24,23,Friday,8,False,3398.5,169.925,3228.575,True,None,Luxury,3228.575
TXN-001321,2023-02-25 00:00:00,CUST-0223,PROD-033,Home,2,287.17,North,Credit Card,10,516.91,2023-02-25,2023,2,25,0,Saturday,8,True,574.34,57.434000000000005,516.9060000000001,True,Low,Luxury,516.9060000000001
TXN-001322,2023-02-25 01:00:00,CUST-0006,PROD-039,Food,5,74.18,South,Debit Card,0,370.9,2023-02-25,2023,2,25,1,Saturday,8,True,370.90000000000003,0.0,370.90000000000003,False,,Standard,370.90000000000003
TXN-001323,2023-02-25 02:00:00,CUST-0322,PROD-030,Home,8,208.98,West,Mobile,5,1588.25,2023-02-25,2023,2,25,2,Saturday,8,True,1671.84,83.592,1588.2479999999998,True,None,Luxury,1588.2479999999998
TXN-001324,2023-02-25 03:00:00,CUST-0468,PROD-046,Clothing,7,171.38,North,Mobile,10,1079.69,2023-02-25,2023,2,25,3,Saturday,8,True,1199.6599999999999,119.966,1079.694,True,Low,Premium,1079.694
TXN-001325,2023-02-25 04:00:00,CUST-0732,PROD-037,Food,8,114.9,North,Credit Card,0,919.2,2023-02-25,2023,2,25,4,Saturday,8,True,919.2,0.0,919.2,False,,Premium,919.2
TXN-001326,2023-02-25 05:00:00,CUST-0075,PROD-028,Food,6,467.39,West,Credit Card,20,2243.47,2023-02-25,2023,2,25,5,Saturday,8,True,2804.34,560.868,2243.472,True,Medium,Luxury,2243.472
TXN-001327,2023-02-25 06:00:00,CUST-0004,PROD-031,Food,7,441.65,West,Credit Card,5,2936.97,2023-02-25,2023,2,25,6,Saturday,8,True,3091.5499999999997,154.5775,2936.9725,True,None,Luxury,2936.9724999999994
TXN-001328,2023-02-25 07:00:00,CUST-0847,PROD-011,Clothing,9,107.58,North,Debit Card,20,774.58,2023-02-25,2023,2,25,7,Saturday,8,True,968.22,193.644,774.576,True,Medium,Premium,774.576
TXN-001329,2023-02-25 08:00:00,CUST-0646,PROD-023,Food,6,182.55,South,Cash,20,876.24,2023-02-25,2023,2,25,8,Saturday,8,True,1095.3000000000002,219.06000000000006,876.2400000000001,True,Medium,Premium,876.2400000000002
TXN-001330,2023-02-25 09:00:00,CUST-0118,PROD-002,Home,9,383.53,West,Cash,20,2761.42,2023-02-25,2023,2,25,9,Saturday,8,True,3451.7699999999995,690.3539999999999,2761.4159999999997,True,Medium,Luxury,2761.4159999999997
TXN-001331,2023-02-25 10:00:00,CUST-0881,PROD-040,Clothing,2,112.17,East,Cash,10,201.91,2023-02-25,2023,2,25,10,Saturday,8,True,224.34,22.434,201.906,True,Low,Premium,201.906
TXN-001332,2023-02-25 11:00:00,CUST-0606,PROD-041,Food,2,299.87,North,Cash,0,599.74,2023-02-25,2023,2,25,11,Saturday,8,True,599.74,0.0,599.74,False,,Luxury,599.74
TXN-001333,2023-02-25 12:00:00,CUST-0504,PROD-027,Home,2,352.9,West,Mobile,10,635.22,2023-02-25,2023,2,25,12,Saturday,8,True,705.8,70.58,635.2199999999999,True,Low,Luxury,635.22
TXN-001334,2023-02-25 13:00:00,CUST-0998,PROD-035,Home,6,330.45,West,Debit Card,20,1586.16,2023-02-25,2023,2,25,13,Saturday,8,True,1982.6999999999998,396.53999999999996,1586.1599999999999,True,Medium,Luxury,1586.1599999999999
TXN-001335,2023-02-25 14:00:00,CUST-0947,PROD-002,Electronics,2,356.14,North,Cash,5,676.67,2023-02-25,2023,2,25,14,Saturday,8,True,712.28,35.614,676.6659999999999,True,None,Luxury,676.6659999999999
TXN-001336,2023-02-25 15:00:00,CUST-0574,PROD-039,Home,3,356.28,North,Cash,20,855.07,2023-02-25,2023,2,25,15,Saturday,8,True,1068.84,213.768,855.0719999999999,True,Medium,Luxury,855.072
TXN-001337,2023-02-25 16:00:00,CUST-0441,PROD-037,Home,8,482.75,North,Debit Card,0,3862.0,2023-02-25,2023,2,25,16,Saturday,8,True,3862.0,0.0,3862.0,False,,Luxury,3862.0
TXN-001338,2023-02-25 17:00:00,CUST-0194,PROD-021,Electronics,8,179.78,South,Debit Card,10,1294.42,2023-02-25,2023,2,25,17,Saturday,8,True,1438.24,143.824,1294.416,True,Low,Premium,1294.416
TXN-001339,2023-02-25 18:00:00,CUST-0847,PROD-005,Electronics,4,440.51,East,Credit Card,0,1762.04,2023-02-25,2023,2,25,18,Saturday,8,True,1762.04,0.0,1762.04,False,,Luxury,1762.04
TXN-001340,2023-02-25 19:00:00,CUST-0715,PROD-045,Clothing,9,20.69,West,Credit Card,10,167.59,2023-02-25,2023,2,25,19,Saturday,8,True,186.21,18.621000000000002,167.589,True,Low,Budget,167.589
TXN-001341,2023-02-25 20:00:00,CUST-0392,PROD-021,Home,8,151.22,North,Cash,0,1209.76,2023-02-25,2023,2,25,20,Saturday,8,True,1209.76,0.0,1209.76,False,,Premium,1209.76
TXN-001342,2023-02-25 21:00:00,CUST-0026,PROD-029,Clothing,1,33.84,North,Mobile,0,33.84,2023-02-25,2023,2,25,21,Saturday,8,True,33.84,0.0,33.84,False,,Budget,33.84
TXN-001343,2023-02-25 22:00:00,CUST-0435,PROD-020,Clothing,8,329.09,South,Credit Card,10,2369.45,2023-02-25,2023,2,25,22,Saturday,8,True,2632.72,263.272,2369.448,True,Low,Luxury,2369.448
TXN-001344,2023-02-25 23:00:00,CUST-0173,PROD-038,Food,1,59.39,East,Debit Card,10,53.45,2023-02-25,2023,2,25,23,Saturday,8,True,59.39,5.939,53.451,True,Low,Standard,53.451
TXN-001345,2023-02-26 00:00:00,CUST-0300,PROD-020,Clothing,4,424.4,West,Credit Card,10,1527.84,2023-02-26,2023,2,26,0,Sunday,8,True,1697.6,169.76,1527.84,True,Low,Luxury,1527.84
TXN-001346,2023-02-26 01:00:00,CUST-0645,PROD-025,Clothing,6,326.83,East,Credit Card,15,1666.83,2023-02-26,2023,2,26,1,Sunday,8,True,1960.98,294.147,1666.833,True,Medium,Luxury,1666.833
TXN-001347,2023-02-26 02:00:00,CUST-0326,PROD-002,Clothing,7,24.12,East,Debit Card,0,168.84,2023-02-26,2023,2,26,2,Sunday,8,True,168.84,0.0,168.84,False,,Budget,168.84
TXN-001348,2023-02-26 03:00:00,CUST-0410,PROD-032,Clothing,4,360.24,North,Cash,15,1224.82,2023-02-26,2023,2,26,3,Sunday,8,True,1440.96,216.144,1224.816,True,Medium,Luxury,1224.816
TXN-001349,2023-02-26 04:00:00,CUST-0118,PROD-026,Electronics,8,432.4,North,Credit Card,15,2940.32,2023-02-26,2023,2,26,4,Sunday,8,True,3459.2,518.88,2940.3199999999997,True,Medium,Luxury,2940.3199999999997
TXN-001350,2023-02-26 05:00:00,CUST-0836,PROD-006,Home,8,333.95,North,Credit Card,20,2137.28,2023-02-26,2023,2,26,5,Sunday,8,True,2671.6,534.32,2137.2799999999997,True,Medium,Luxury,2137.28
TXN-001351,2023-02-26 06:00:00,CUST-0787,PROD-041,Food,9,24.96,South,Cash,15,190.94,2023-02-26,2023,2,26,6,Sunday,8,True,224.64000000000001,33.696,190.94400000000002,True,Medium,Budget,190.94400000000002
TXN-001352,2023-02-26 07:00:00,CUST-0724,PROD-003,Electronics,6,430.38,South,Credit Card,15,2194.94,2023-02-26,2023,2,26,7,Sunday,8,True,2582.2799999999997,387.3419999999999,2194.9379999999996,True,Medium,Luxury,2194.9379999999996
TXN-001353,2023-02-26 08:00:00,CUST-0225,PROD-033,Food,4,368.91,South,Mobile,10,1328.08,2023-02-26,2023,2,26,8,Sunday,8,True,1475.64,147.56400000000002,1328.076,True,Low,Luxury,1328.076
TXN-001354,2023-02-26 09:00:00,CUST-0532,PROD-001,Food,2,195.44,North,Cash,10,351.79,2023-02-26,2023,2,26,9,Sunday,8,True,390.88,39.088,351.792,True,Low,Premium,351.79200000000003
TXN-001355,2023-02-26 10:00:00,CUST-0113,PROD-005,Electronics,7,171.03,North,Mobile,5,1137.35,2023-02-26,2023,2,26,10,Sunday,8,True,1197.21,59.8605,1137.3495,True,None,Premium,1137.3495
