transaction_id,timestamp,customer_id,product_id,product_category,quantity,unit_price,region,payment_method,discount_applied,total_amount
TXN-002558,2023-04-17 13:00:00,CUST-0314,PROD-040,Clothing,3,292.96,West,Credit Card,15,747.05
TXN-002559,2023-04-17 14:00:00,CUST-0022,PROD-038,Food,3,427.58,West,Debit Card,20,1026.19
TXN-002560,2023-04-17 15:00:00,CUST-0410,PROD-042,Electronics,7,200.98,West,Debit Card,5,1336.52
TXN-002561,2023-04-17 16:00:00,CUST-0895,PROD-037,Food,8,263.01,North,Debit Card,0,2104.08
TXN-002562,2023-04-17 17:00:00,CUST-0515,PROD-029,Electronics,3,15.35,West,Debit Card,15,39.14
TXN-002563,2023-04-17 18:00:00,CUST-0127,PROD-018,Clothing,3,396.88,West,Cash,15,1012.04
TXN-002564,2023-04-17 19:00:00,CUST-0809,PROD-010,Electronics,7,137.15,North,Credit Card,0,960.05
TXN-002565,2023-04-17 20:00:00,CUST-0700,PROD-042,Clothing,7,410.11,North,Credit Card,20,2296.62
TXN-002566,2023-04-17 21:00:00,CUST-0874,PROD-039,Electronics,9,140.16,North,Credit Card,20,1009.15
TXN-002567,2023-04-17 22:00:00,CUST-0014,PROD-018,Clothing,6,15.29,East,Debit Card,10,82.57
TXN-002568,2023-04-17 23:00:00,CUST-0971,PROD-001,Clothing,7,85.87,North,Mobile,0,601.09
TXN-002569,2023-04-18 00:00:00,CUST-0978,PROD-039,Food,1,492.98,East,Cash,0,492.98
TXN-002570,2023-04-18 01:00:00,CUST-0012,PROD-021,Home,7,166.7,North,Cash,0,1166.9
TXN-002571,2023-04-18 02:00:00,CUST-0087,PROD-001,Home,2,63.32,North,Cash,10,113.98
TXN-002572,2023-04-18 03:00:00,CUST-0524,PROD-015,Clothing,7,68.19,South,Credit Card,5,453.46
TXN-002573,2023-04-18 04:00:00,CUST-0909,PROD-004,Food,3,162.07,South,Credit Card,20,388.97
TXN-002574,2023-04-18 05:00:00,CUST-0537,PROD-020,Home,9,28.45,South,Cash,10,230.45
TXN-002575,2023-04-18 06:00:00,CUST-0301,PROD-010,Home,5,260.63,South,Debit Card,10,1172.84
TXN-002576,2023-04-18 07:00:00,CUST-0243,PROD-023,Food,7,114.73,North,Mobile,10,722.8
TXN-002577,2023-04-18 08:00:00,CUST-0122,PROD-041,Food,8,264.46,North,Credit Card,0,2115.68
TXN-002578,2023-04-18 09:00:00,CUST-0147,PROD-034,Home,2,78.97,East,Credit Card,10,142.15
TXN-002579,2023-04-18 10:00:00,CUST-0567,PROD-046,Home,1,220.63,North,Debit Card,5,209.6
TXN-002580,2023-04-18 11:00:00,CUST-0750,PROD-048,Electronics,7,302.98,East,Debit Card,15,1802.73
TXN-002581,2023-04-18 12:00:00,CUST-0356,PROD-033,Electronics,6,40.38,West,Credit Card,10,218.05
TXN-002582,2023-04-18 13:00:00,CUST-0685,PROD-034,Clothing,6,205.39,West,Debit Card,5,1170.72
TXN-002583,2023-04-18 14:00:00,CUST-0904,PROD-039,Home,2,158.24,North,Debit Card,0,316.48
TXN-002584,2023-04-18 15:00:00,CUST-0733,PROD-010,Food,3,127.78,West,Debit Card,15,325.84
TXN-002585,2023-04-18 16:00:00,CUST-0631,PROD-020,Food,4,306.22,North,Mobile,20,979.9
TXN-002586,2023-04-18 17:00:00,CUST-0309,PROD-001,Home,3,298.39,East,Mobile,20,716.14
TXN-002587,2023-04-18 18:00:00,CUST-0695,PROD-013,Clothing,2,319.04,South,Mobile,0,638.08
TXN-002588,2023-04-18 19:00:00,CUST-0288,PROD-001,Food,3,87.85,West,Debit Card,0,263.55
TXN-002589,2023-04-18 20:00:00,CUST-0307,PROD-005,Home,6,150.0,North,Debit Card,20,720.0
TXN-002590,2023-04-18 21:00:00,CUST-0812,PROD-016,Home,9,112.74,South,Mobile,0,1014.66
TXN-002591,2023-04-18 22:00:00,CUST-0594,PROD-015,Clothing,4,274.85,East,Mobile,20,879.52
TXN-002592,2023-04-18 23:00:00,CUST-0966,PROD-049,Home,6,235.92,North,Cash,0,1415.52
TXN-002593,2023-04-19 00:00:00,CUST-0914,PROD-028,Food,1,171.84,West,Credit Card,20,137.47
TXN-002594,2023-04-19 01:00:00,CUST-0723,PROD-031,Electronics,6,395.15,East,Mobile,5,2252.35
TXN-002595,2023-04-19 02:00:00,CUST-0662,PROD-023,Clothing,3,56.05,North,Cash,0,168.15
TXN-002596,2023-04-19 03:00:00,CUST-0549,PROD-048,Home,9,487.7,West,Cash,20,3511.44
TXN-002597,2023-04-19 04:00:00,CUST-0352,PROD-045,Clothing,4,67.11,East,Mobile,0,268.44
TXN-002598,2023-04-19 05:00:00,CUST-0312,PROD-043,Home,7,388.8,East,Cash,20,2177.28
TXN-002599,2023-04-19 06:00:00,CUST-0873,PROD-017,Electronics,4,190.43,South,Mobile,20,609.38
TXN-002600,2023-04-19 07:00:00,CUST-0059,PROD-049,Clothing,6,433.98,South,Credit Card,15,2213.3
TXN-002601,2023-04-19 08:00:00,CUST-0643,PROD-034,Home,7,46.34,South,Credit Card,0,324.38
TXN-002602,2023-04-19 09:00:00,CUST-0924,PROD-013,Electronics,2,193.61,North,Credit Card,5,367.86
TXN-002603,2023-04-19 10:00:00,CUST-0714,PROD-014,Food,6,174.37,East,Mobile,10,941.6
TXN-002604,2023-04-19 11:00:00,CUST-0755,PROD-011,Home,8,496.65,South,Cash,10,3575.88
TXN-002605,2023-04-19 12:00:00,CUST-0035,PROD-028,Electronics,6,492.92,West,Mobile,0,2957.52
TXN-002606,2023-04-19 13:00:00,CUST-0445,PROD-042,Electronics,2,103.0,North,Credit Card,20,164.8
TXN-002607,2023-04-19 14:00:00,CUST-0093,PROD-032,Clothing,4,318.67,South,Cash,20,1019.74
TXN-002608,2023-04-19 15:00:00,CUST-0950,PROD-035,Home,1,272.4,North,Debit Card,5,258.78
TXN-002609,2023-04-19 16:00:00,CUST-0959,PROD-031,Food,7,85.64,East,Credit Card,0,599.48
TXN-002610,2023-04-19 17:00:00,CUST-0207,PROD-017,Home,8,92.21,West,Mobile,10,663.91
TXN-002611,2023-04-19 18:00:00,CUST-0353,PROD-047,Electronics,2,494.73,East,Mobile,5,939.99
TXN-002612,2023-04-19 19:00:00,CUST-0903,PROD-009,Food,5,231.84,West,Mobile,0,1159.2
TXN-002613,2023-04-19 20:00:00,CUST-0332,PROD-010,Electronics,8,71.64,East,Debit Card,0,573.12
TXN-002614,2023-04-19 21:00:00,CUST-0817,PROD-008,Clothing,8,115.25,North,Cash,0,922.0
TXN-002615,2023-04-19 22:00:00,CUST-0862,PROD-021,Home,5,141.49,East,Mobile,15,601.33
TXN-002616,2023-04-19 23:00:00,CUST-0725,PROD-013,Electronics,8,260.35,West,Mobile,5,1978.66
TXN-002617,2023-04-20 00:00:00,CUST-0159,PROD-005,Electronics,6,174.42,North,Mobile,0,1046.52
TXN-002618,2023-04-20 01:00:00,CUST-0954,PROD-006,Home,5,232.96,North,Credit Card,5,1106.56
TXN-002619,2023-04-20 02:00:00,CUST-0957,PROD-030,Food,4,91.58,West,Credit Card,10,329.69
TXN-002620,2023-04-20 03:00:00,CUST-0024,PROD-031,Electronics,5,170.1,West,Debit Card,0,850.5
TXN-002621,2023-04-20 04:00:00,,PROD-017,Home,4,44.46,North,Cash,20,142.27
TXN-002622,2023-04-20 05:00:00,CUST-0805,PROD-011,Clothing,1,445.96,West,Cash,0,445.96
TXN-002623,2023-04-20 06:00:00,CUST-0516,PROD-020,Clothing,3,107.39,East,Mobile,0,322.17
TXN-002624,2023-04-20 07:00:00,CUST-0732,PROD-048,Home,8,380.88,East,Mobile,5,2894.69
TXN-002625,2023-04-20 08:00:00,CUST-0364,PROD-009,Electronics,7,181.28,East,Credit Card,5,1205.51
TXN-002626,2023-04-20 09:00:00,CUST-0382,PROD-002,Home,7,242.45,North,Credit Card,15,1442.58
TXN-002627,2023-04-20 10:00:00,CUST-0532,PROD-037,Home,3,152.72,East,Credit Card,0,458.16
TXN-002628,2023-04-20 11:00:00,CUST-0956,PROD-001,Electronics,9,351.26,North,Credit Card,10,2845.21
TXN-002629,2023-04-20 12:00:00,CUST-0152,PROD-004,Food,6,423.83,West,Mobile,5,2415.83
TXN-002630,2023-04-20 13:00:00,CUST-0562,PROD-036,Food,8,150.27,East,Credit Card,15,1021.84
TXN-002631,2023-04-20 14:00:00,CUST-0689,PROD-025,Clothing,8,128.69,North,Cash,20,823.62
TXN-002632,2023-04-20 15:00:00,CUST-0947,PROD-003,Food,3,343.91,South,Credit Card,20,825.38
TXN-002633,2023-04-20 16:00:00,CUST-0608,PROD-009,Home,4,105.62,East,Debit Card,15,359.11
TXN-002634,2023-04-20 17:00:00,CUST-0617,PROD-022,Electronics,6,323.52,East,Credit Card,20,1552.9
TXN-002635,2023-04-20 18:00:00,CUST-0420,PROD-023,Clothing,2,56.27,North,Mobile,0,112.54
TXN-002636,2023-04-20 19:00:00,CUST-0250,PROD-012,Food,7,313.87,North,Mobile,5,2087.24
TXN-002637,2023-04-20 20:00:00,CUST-0117,PROD-010,Home,2,261.57,West,Mobile,10,470.83
TXN-002638,2023-04-20 21:00:00,CUST-0866,PROD-034,Clothing,5,65.81,North,Credit Card,20,263.24
TXN-002639,2023-04-20 22:00:00,CUST-0512,PROD-043,Electronics,4,328.06,West,Cash,0,1312.24
TXN-002640,2023-04-20 23:00:00,CUST-0740,PROD-010,Food,9,228.81,South,Mobile,5,1956.33
TXN-002641,2023-04-21 00:00:00,CUST-0578,PROD-030,Home,2,116.39,West,Cash,0,232.78
TXN-002642,2023-04-21 01:00:00,CUST-0335,PROD-022,Electronics,7,183.16,East,Mobile,0,1282.12
TXN-002643,2023-04-21 02:00:00,CUST-0418,PROD-006,Home,7,251.13,North,Mobile,5,1670.01
TXN-002644,2023-04-21 03:00:00,CUST-0932,PROD-002,Home,7,54.86,South,Cash,20,307.22
TXN-002645,2023-04-21 04:00:00,CUST-0774,PROD-030,Home,1,479.23,South,Debit Card,20,383.38
TXN-002646,2023-04-21 05:00:00,CUST-0295,PROD-002,Electronics,8,336.13,North,Mobile,0,2689.04
TXN-002647,2023-04-21 06:00:00,CUST-0938,PROD-032,Clothing,2,60.24,East,Cash,15,102.41
TXN-002648,2023-04-21 07:00:00,CUST-0755,PROD-042,Home,5,413.2,North,Mobile,20,1652.8
TXN-002649,2023-04-21 08:00:00,CUST-0371,PROD-016,Clothing,2,168.05,North,Credit Card,0,336.1
TXN-002650,2023-04-21 09:00:00,CUST-0186,PROD-012,Clothing,5,302.43,North,Cash,10,1360.94
TXN-002651,2023-04-21 10:00:00,CUST-0246,PROD-001,Food,7,145.8,West,Mobile,10,918.54
TXN-002652,2023-04-21 11:00:00,CUST-0637,PROD-008,Food,6,369.37,South,Debit Card,15,1883.79
TXN-002653,2023-04-21 12:00:00,,PROD-048,Clothing,5,364.27,South,Credit Card,0,1821.35
TXN-002654,2023-04-21 13:00:00,CUST-0643,PROD-013,Food,-1,280.5,East,Mobile,10,1009.8
TXN-002655,2023-04-21 14:00:00,CUST-0237,PROD-015,Food,8,128.05,South,Credit Card,20,819.52
TXN-002656,2023-04-21 15:00:00,CUST-0530,PROD-044,Clothing,8,134.31,North,Debit Card,0,1074.48
TXN-002657,2023-04-21 16:00:00,CUST-0552,PROD-008,Electronics,1,197.6,South,Cash,15,167.96
TXN-002658,2023-04-21 17:00:00,CUST-0021,PROD-010,Food,2,81.06,East,Mobile,15,137.8
TXN-002659,2023-04-21 18:00:00,CUST-0911,PROD-046,Food,3,175.45,West,Cash,20,421.08
TXN-002660,2023-04-21 19:00:00,CUST-0737,PROD-005,Electronics,1,345.33,West,Mobile,10,310.8
TXN-002661,2023-04-21 20:00:00,CUST-0867,PROD-019,Electronics,3,417.11,North,Mobile,10,1126.2
TXN-002662,2023-04-21 21:00:00,CUST-0794,PROD-047,Electronics,8,172.97,North,Cash,15,1176.2
TXN-002663,2023-04-21 22:00:00,,PROD-038,Clothing,4,124.46,South,Cash,5,472.95
TXN-002664,2023-04-21 23:00:00,CUST-0100,PROD-011,Electronics,7,417.99,South,Mobile,15,2487.04
TXN-002665,2023-04-22 00:00:00,CUST-0752,PROD-043,Clothing,7,446.44,East,Debit Card,15,2656.32
TXN-002666,2023-04-22 01:00:00,CUST-0478,PROD-020,Home,5,210.91,North,Debit Card,0,1054.55
TXN-002667,2023-04-22 02:00:00,CUST-0599,PROD-020,Home,1,23.18,East,Mobile,20,18.54
TXN-002668,2023-04-22 03:00:00,CUST-0298,PROD-021,Electronics,4,350.53,West,Cash,0,1402.12
TXN-002669,2023-04-22 04:00:00,CUST-0940,PROD-018,Electronics,7,394.18,South,Debit Card,15,2345.37
TXN-002670,2023-04-22 05:00:00,CUST-0526,PROD-010,Home,5,18.83,North,Mobile,0,94.15
TXN-002671,2023-04-22 06:00:00,CUST-0334,PROD-034,Clothing,2,301.57,South,Credit Card,10,542.83
TXN-002672,2023-04-22 07:00:00,CUST-0002,PROD-026,Clothing,8,298.3,North,Mobile,15,2028.44
TXN-002673,2023-04-22 08:00:00,CUST-0375,PROD-030,Electronics,2,195.57,West,Cash,10,352.03
TXN-002674,2023-04-22 09:00:00,CUST-0293,PROD-009,Electronics,8,377.39,East,Mobile,10,2717.21
TXN-002675,2023-04-22 10:00:00,CUST-0837,PROD-046,Electronics,2,219.81,North,Credit Card,20,351.7
TXN-002676,2023-04-22 11:00:00,CUST-0934,PROD-031,Home,5,341.62,South,Credit Card,10,1537.29
TXN-002677,2023-04-22 12:00:00,CUST-0553,PROD-042,Food,4,263.39,North,Mobile,0,1053.56
TXN-002678,2023-04-22 13:00:00,CUST-0318,PROD-004,Electronics,1,131.75,East,Credit Card,0,131.75
TXN-002679,2023-04-22 14:00:00,CUST-0502,PROD-006,Clothing,8,307.19,West,Mobile,5,2334.64
TXN-002680,2023-04-22 15:00:00,CUST-0828,PROD-014,Food,3,371.09,South,Cash,20,890.62
TXN-002681,2023-04-22 16:00:00,CUST-0381,PROD-004,Clothing,4,487.21,West,Cash,5,1851.4
TXN-002682,2023-04-22 17:00:00,CUST-0623,PROD-026,Food,4,196.25,West,Cash,10,706.5
TXN-002683,2023-04-22 18:00:00,CUST-0014,PROD-047,Home,5,41.59,East,Debit Card,15,176.76
TXN-002684,2023-04-22 19:00:00,CUST-0504,PROD-048,Food,3,494.11,North,Mobile,0,1482.33
TXN-002685,2023-04-22 20:00:00,CUST-0231,PROD-039,Clothing,9,315.67,North,Cash,15,2414.88
TXN-002686,2023-04-22 21:00:00,CUST-0985,PROD-017,Food,4,473.76,North,Mobile,5,1800.29
TXN-002687,2023-04-22 22:00:00,CUST-0084,PROD-019,Home,4,60.88,North,Credit Card,5,231.34
TXN-002688,2023-04-22 23:00:00,CUST-0130,PROD-049,Clothing,6,177.6,South,Cash,0,1065.6
TXN-002689,2023-04-23 00:00:00,CUST-0743,PROD-006,Electronics,8,75.63,West,Debit Card,5,574.79
TXN-002690,2023-04-23 01:00:00,CUST-0838,PROD-029,Food,7,419.4,North,Cash,15,2495.43
TXN-002691,2023-04-23 02:00:00,CUST-0145,PROD-011,Clothing,4,441.37,West,Debit Card,5,1677.21
TXN-002692,2023-04-23 03:00:00,CUST-0891,PROD-016,Food,4,255.64,South,Credit Card,15,869.18
TXN-002693,2023-04-23 04:00:00,CUST-0857,PROD-030,Home,5,101.44,South,Mobile,10,456.48
TXN-002694,2023-04-23 05:00:00,CUST-0028,PROD-025,Clothing,5,72.29,South,Credit Card,20,289.16
TXN-002695,2023-04-23 06:00:00,CUST-0066,PROD-040,Electronics,1,298.2,West,Credit Card,0,298.2
TXN-002696,2023-04-23 07:00:00,CUST-0163,PROD-011,Electronics,8,258.12,North,Credit Card,5,1961.71
TXN-002697,2023-04-23 08:00:00,CUST-0229,PROD-007,Food,5,350.45,West,Credit Card,0,1752.25
TXN-002698,2023-04-23 09:00:00,CUST-0261,PROD-026,Home,3,159.55,North,Credit Card,5,454.72
TXN-002699,2023-04-23 10:00:00,CUST-0449,PROD-022,Home,3,207.16,East,Mobile,10,559.33
TXN-002700,2023-04-23 11:00:00,CUST-0424,PROD-025,Food,4,20.47,North,Debit Card,15,69.6
TXN-002701,2023-04-23 12:00:00,CUST-0460,PROD-019,Clothing,7,308.97,North,Credit Card,0,2162.79
TXN-002702,2023-04-23 13:00:00,CUST-0952,PROD-031,Clothing,5,217.34,North,Cash,10,978.03
TXN-002703,2023-04-23 14:00:00,CUST-0676,PROD-026,Food,1,460.68,South,Debit Card,10,414.61
TXN-002704,2023-04-23 15:00:00,CUST-0301,PROD-042,Clothing,5,324.48,East,Debit Card,20,1297.92
TXN-002705,2023-04-23 16:00:00,CUST-0919,PROD-041,Clothing,5,205.36,North,Cash,10,924.12
TXN-002706,2023-04-23 17:00:00,CUST-0303,PROD-036,Clothing,6,139.16,East,Cash,20,667.97
TXN-002707,2023-04-23 18:00:00,CUST-0287,PROD-023,Food,7,453.59,West,Cash,10,2857.62
TXN-002708,2023-04-23 19:00:00,CUST-0395,PROD-047,Electronics,5,17.97,West,Cash,15,76.37
TXN-002709,2023-04-23 20:00:00,CUST-0010,PROD-013,Home,2,170.19,South,Cash,10,306.34
TXN-002710,2023-04-23 21:00:00,,PROD-025,Electronics,2,472.32,West,Credit Card,15,802.94
TXN-002711,2023-04-23 22:00:00,CUST-0630,PROD-002,Clothing,4,330.48,East,Debit Card,5,1255.82
TXN-002712,2023-04-23 23:00:00,CUST-0270,PROD-002,Food,1,271.03,East,Cash,10,243.93
TXN-002713,2023-04-24 00:00:00,CUST-0592,PROD-016,Home,7,109.73,East,Cash,10,691.3
TXN-002714,2023-04-24 01:00:00,CUST-0970,PROD-009,Clothing,1,418.35,East,Mobile,5,397.43
TXN-002715,2023-04-24 02:00:00,CUST-0605,PROD-028,Home,3,110.06,East,Debit Card,20,264.14
TXN-002716,2023-04-24 03:00:00,CUST-0778,PROD-013,Home,7,131.64,South,Debit Card,15,783.26
TXN-002717,2023-04-24 04:00:00,CUST-0844,PROD-035,Electronics,6,104.01,North,Credit Card,5,592.86
TXN-002718,2023-04-24 05:00:00,,PROD-041,Clothing,7,87.49,West,Debit Card,5,581.81
TXN-002719,2023-04-24 06:00:00,CUST-0361,PROD-013,Home,5,477.12,East,Cash,0,2385.6
TXN-002720,2023-04-24 07:00:00,CUST-0257,PROD-031,Electronics,8,305.0,West,Mobile,5,2318.0
TXN-002721,2023-04-24 08:00:00,CUST-0133,PROD-021,Food,6,322.54,South,Debit Card,20,1548.19
TXN-002722,2023-04-24 09:00:00,CUST-0276,PROD-032,Home,4,477.62,South,Mobile,20,1528.38
TXN-002723,2023-04-24 10:00:00,CUST-0776,PROD-034,Clothing,1,122.98,North,Cash,20,98.38
TXN-002724,2023-04-24 11:00:00,CUST-0683,PROD-008,Food,2,12.9,South,Mobile,15,21.93
TXN-002725,2023-04-24 12:00:00,CUST-0972,PROD-041,Home,6,303.45,North,Debit Card,15,1547.59
TXN-002726,2023-04-24 13:00:00,CUST-0513,PROD-048,Home,4,258.84,East,Debit Card,10,931.82
TXN-002727,2023-04-24 14:00:00,CUST-0313,PROD-002,Clothing,3,244.05,South,Credit Card,5,695.54
TXN-002728,2023-04-24 15:00:00,CUST-0576,PROD-038,Home,7,40.32,West,Cash,20,225.79
TXN-002729,2023-04-24 16:00:00,CUST-0886,PROD-032,Clothing,7,232.67,South,Credit Card,5,1547.26
TXN-002730,2023-04-24 17:00:00,CUST-0980,PROD-040,Clothing,2,150.9,South,Credit Card,10,271.62
TXN-002731,2023-04-24 18:00:00,CUST-0284,PROD-028,Clothing,8,144.54,East,Cash,10,1040.69
TXN-002732,2023-04-24 19:00:00,CUST-0121,PROD-037,Clothing,1,118.97,North,Debit Card,20,95.18
TXN-002733,2023-04-24 20:00:00,CUST-0107,PROD-041,Home,7,172.94,North,Mobile,5,1150.05
TXN-002734,2023-04-24 21:00:00,CUST-0933,PROD-001,Food,1,183.04,South,Credit Card,10,164.74
TXN-002735,2023-04-24 22:00:00,,PROD-041,Food,3,161.3,West,Debit Card,0,483.9
TXN-002736,2023-04-24 23:00:00,CUST-0997,PROD-010,Electronics,3,489.59,South,Debit Card,15,1248.45
TXN-002737,2023-04-25 00:00:00,CUST-0204,PROD-004,Clothing,2,467.04,West,Credit Card,5,887.38
TXN-002738,2023-04-25 01:00:00,CUST-0165,PROD-035,Home,5,291.51,East,Credit Card,20,1166.04
TXN-002739,2023-04-25 02:00:00,CUST-0305,PROD-010,Home,4,490.72,East,Credit Card,10,1766.59
TXN-002740,2023-04-25 03:00:00,CUST-0497,PROD-047,Electronics,6,495.69,North,Debit Card,10,2676.73
TXN-002741,2023-04-25 04:00:00,CUST-0632,PROD-011,Food,2,184.41,West,Cash,10,331.94
TXN-002742,2023-04-25 05:00:00,CUST-0556,PROD-014,Home,4,228.14,South,Cash,15,775.68
TXN-002743,2023-04-25 06:00:00,CUST-0824,PROD-038,Electronics,7,479.94,South,Credit Card,5,3191.6
TXN-002744,2023-04-25 07:00:00,CUST-0156,PROD-012,Food,1,308.23,South,Mobile,10,277.41
TXN-002745,2023-04-25 08:00:00,CUST-0367,PROD-045,Home,3,114.34,South,Debit Card,15,291.57
TXN-002746,2023-04-25 09:00:00,CUST-0719,PROD-017,Clothing,1,347.8,East,Mobile,0,347.8
TXN-002747,2023-04-25 10:00:00,CUST-0902,PROD-016,Electronics,2,110.82,West,Credit Card,5,210.56
TXN-002748,2023-04-25 11:00:00,CUST-0620,PROD-035,Home,9,176.29,East,Debit Card,20,1269.29
TXN-002749,2023-04-25 12:00:00,CUST-0251,PROD-002,Electronics,5,121.5,West,Cash,5,577.12
TXN-002750,2023-04-25 13:00:00,CUST-0957,PROD-011,Electronics,4,130.04,North,Cash,10,468.14
TXN-002751,2023-04-25 14:00:00,CUST-0916,PROD-041,Electronics,4,12.28,West,Mobile,20,39.3
TXN-002752,2023-04-25 15:00:00,CUST-0882,PROD-003,Clothing,8,441.55,South,Credit Card,5,3355.78
TXN-002753,2023-04-25 16:00:00,CUST-0334,PROD-029,Food,3,155.04,East,Mobile,20,372.1
TXN-002754,2023-04-25 17:00:00,CUST-0642,PROD-018,Food,4,52.32,South,Credit Card,5,198.82
TXN-002755,2023-04-25 18:00:00,CUST-0969,PROD-020,Home,2,52.62,West,Cash,0,105.24
TXN-002756,2023-04-25 19:00:00,CUST-0511,PROD-047,Clothing,6,282.45,West,Debit Card,0,1694.7
TXN-002757,2023-04-25 20:00:00,CUST-0293,PROD-014,Food,9,496.53,North,Cash,0,4468.77
TXN-002758,2023-04-25 21:00:00,CUST-0020,PROD-034,Home,4,81.06,West,Mobile,5,308.03
TXN-002759,2023-04-25 22:00:00,CUST-0282,PROD-049,Home,6,58.81,West,Debit Card,20,282.29
TXN-002760,2023-04-25 23:00:00,CUST-0797,PROD-031,Electronics,4,224.77,South,Credit Card,0,899.08
TXN-002761,2023-04-26 00:00:00,CUST-0001,PROD-040,Clothing,2,286.03,West,Cash,15,486.25
TXN-002762,2023-04-26 01:00:00,CUST-0119,PROD-042,Food,6,154.25,West,Credit Card,15,786.68
TXN-002763,2023-04-26 02:00:00,CUST-0035,PROD-018,Clothing,7,158.24,East,Cash,0,1107.68
TXN-002764,2023-04-26 03:00:00,CUST-0198,PROD-030,Clothing,4,217.99,East,Credit Card,0,871.96
TXN-002765,2023-04-26 04:00:00,CUST-0485,PROD-025,Food,7,163.93,North,Cash,10,1032.76
TXN-002766,2023-04-26 05:00:00,CUST-0757,PROD-019,Food,8,458.51,North,Cash,15,3117.87
TXN-002767,2023-04-26 06:00:00,CUST-0059,PROD-008,Clothing,3,30.56,South,Credit Card,15,77.93
TXN-002768,2023-04-26 07:00:00,CUST-0837,PROD-028,Home,2,124.94,South,Cash,0,249.88
TXN-002769,2023-04-26 08:00:00,CUST-0161,PROD-008,Clothing,5,406.19,East,Cash,10,1827.86
TXN-002770,2023-04-26 09:00:00,CUST-0691,PROD-031,Food,2,418.64,East,Cash,20,669.82
TXN-002771,2023-04-26 10:00:00,CUST-0206,PROD-003,Clothing,5,64.66,East,Mobile,10,290.97
TXN-002772,2023-04-26 11:00:00,CUST-0012,PROD-003,Food,6,487.14,North,Cash,10,2630.56
TXN-002773,2023-04-26 12:00:00,CUST-0490,PROD-044,Home,8,349.74,North,Credit Card,15,2378.23
TXN-002774,2023-04-26 13:00:00,CUST-0276,PROD-022,Clothing,6,143.57,West,Credit Card,0,861.42
TXN-002775,2023-04-26 14:00:00,CUST-0693,PROD-017,Home,4,233.46,North,Mobile,0,933.84
TXN-002776,2023-04-26 15:00:00,CUST-0242,PROD-036,Clothing,3,155.6,West,Cash,0,466.8
TXN-002777,2023-04-26 16:00:00,CUST-0216,PROD-017,Clothing,2,83.51,South,Mobile,10,150.32
TXN-002778,2023-04-26 17:00:00,CUST-0251,PROD-014,Food,1,152.68,North,Mobile,10,137.41
TXN-002779,2023-04-26 18:00:00,CUST-0811,PROD-009,Electronics,2,294.25,South,Cash,5,559.07
TXN-002780,2023-04-26 19:00:00,CUST-0126,PROD-030,Food,2,414.73,West,Credit Card,20,663.57
TXN-002781,2023-04-26 20:00:00,CUST-0994,PROD-021,Clothing,5,188.13,South,Cash,5,893.62
TXN-002782,2023-04-26 21:00:00,CUST-0217,PROD-012,Electronics,9,180.47,South,Mobile,20,1299.38
TXN-002783,2023-04-26 22:00:00,,PROD-037,Electronics,1,239.32,North,Debit Card,5,227.35
TXN-002784,2023-04-26 23:00:00,CUST-0797,PROD-032,Home,4,325.83,West,Mobile,5,1238.15
TXN-002785,2023-04-27 00:00:00,CUST-0185,PROD-011,Clothing,7,378.29,West,Credit Card,5,2515.63
TXN-002786,2023-04-27 01:00:00,CUST-0039,PROD-020,Food,3,170.13,East,Cash,5,484.87
TXN-002787,2023-04-27 02:00:00,CUST-0223,PROD-035,Electronics,8,297.31,North,Debit Card,10,2140.63
TXN-002788,2023-04-27 03:00:00,CUST-0184,PROD-047,Electronics,3,200.79,North,Mobile,20,481.9
TXN-002789,2023-04-27 04:00:00,CUST-0495,PROD-046,Food,8,361.04,West,Mobile,5,2743.9
TXN-002790,2023-04-27 05:00:00,CUST-0427,PROD-011,Food,2,90.69,North,Mobile,5,172.31
TXN-002791,2023-04-27 06:00:00,CUST-0178,PROD-008,Electronics,5,135.89,South,Cash,0,679.45
TXN-002792,2023-04-27 07:00:00,CUST-0919,PROD-004,Food,4,218.77,East,Cash,10,787.57
TXN-002793,2023-04-27 08:00:00,CUST-0428,PROD-027,Home,9,445.81,West,Mobile,15,3410.45
TXN-002794,2023-04-27 09:00:00,CUST-0294,PROD-044,Electronics,3,290.93,North,Cash,0,872.79
TXN-002795,2023-04-27 10:00:00,CUST-0852,PROD-040,Home,5,483.04,North,Debit Card,15,2052.92
TXN-002796,2023-04-27 11:00:00,CUST-0151,PROD-038,Clothing,9,60.61,South,Debit Card,5,518.22
TXN-002797,2023-04-27 12:00:00,CUST-0384,PROD-047,Home,6,235.49,North,Credit Card,20,1130.35
TXN-002798,2023-04-27 13:00:00,CUST-0638,PROD-030,Food,2,215.35,North,Cash,15,366.1
TXN-002799,2023-04-27 14:00:00,CUST-0813,PROD-044,Electronics,1,304.1,South,Cash,15,258.48
TXN-002800,2023-04-27 15:00:00,CUST-0308,PROD-048,Home,1,407.86,North,Mobile,15,346.68
TXN-002801,2023-04-27 16:00:00,CUST-0336,PROD-048,Food,7,422.31,East,Debit Card,20,2364.94
TXN-002802,2023-04-27 17:00:00,CUST-0946,PROD-027,Food,2,338.4,South,Cash,0,676.8
TXN-002803,2023-04-27 18:00:00,CUST-0746,PROD-021,Home,7,324.35,West,Cash,10,2043.41
TXN-002804,2023-04-27 19:00:00,CUST-0892,PROD-020,Electronics,1,475.02,East,Cash,20,380.02
